time,2_3,3. Tischkissenweg
2024-10-24 06:52:24.927748+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:24.977748+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.027743+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.077743+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.127740+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.177740+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.227745+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.277745+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.327744+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.377744+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.427739+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.477739+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.527738+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.577738+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.627736+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.677736+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.727736+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.777736+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.827731+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.877731+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.927731+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:25.977731+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.027727+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.077727+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.127732+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.177732+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.227731+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.277731+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.327727+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.377727+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.427738+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.477738+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.527724+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.577724+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.627726+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.677726+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.727722+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.777722+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.827722+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.877722+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.927717+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:26.977717+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.027718+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.077718+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.127716+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.177716+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.227717+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.277717+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.327710+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.377710+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.427711+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.477711+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.527713+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.577713+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.627711+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.677711+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.727708+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.777708+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.827705+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.877705+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.927705+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:27.977705+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.027703+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.077703+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.127709+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.177709+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.227702+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.277702+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.327702+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.377702+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.427699+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.477699+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.527705+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.577705+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.627701+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.677701+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.727695+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.777695+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.827694+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.877694+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.927697+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:28.977697+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.027690+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.077690+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.127688+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.177688+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.227688+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.277688+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.327696+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.377696+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.427686+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.477686+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.527686+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.577686+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.627685+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.677685+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.727685+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.777685+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.827681+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.877681+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.927679+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:29.977679+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:30.027677+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:30.077677+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:30.127678+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:30.177678+00:00,0.5187576698999217,0.9687490312509561
2024-10-24 06:52:30.227672+00:00,0.5187576698999217,0.9687490312509561
