Date,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0,240.0,260.0,280.0,300.0,320.0,340.0,360.0,380.0,400.0,420.0,440.0,460.0,480.0,500.0
2024-10-24 09:11:09.510143+00:00,9.103462265045647e-10,2.9825335033830164e-09,1.320261506261794e-08,1.074834260606044e-07,1.1322920063487412e-08,2.7694965630532407e-09,1.35033679148043e-08,6.500509782670031e-09,9.610084723418974e-10,1.8375319731734574e-09,3.3130286321757336e-10,8.186889217997911e-10,3.7844965534380534e-09,7.373613151761497e-09,4.845561107274946e-09,1.5631105961676686e-08,7.08754074075645e-08,5.296263668560293e-10,8.675037853498847e-10,1.477242425412204e-09,3.004842868873429e-10,4.7186699586644545e-09,8.473429926031108e-10,2.376230933730274e-09,2.311156153334577e-08,4.857491146507297e-08
2024-10-24 09:11:09.520143+00:00,7.287732620439798e-10,1.7878261932983462e-08,1.5751200118707172e-08,7.326296856425072e-08,3.0243623773682195e-08,4.2781861293144386e-10,2.7928714678052617e-08,5.994410564894243e-10,1.6024951000687723e-09,1.1553803379162356e-10,2.9348462416623547e-10,2.5969017775122664e-09,3.880886845381722e-09,7.659392200070881e-09,7.69361564775708e-09,4.0514451961691744e-10,5.346108832840833e-08,5.638174515698411e-10,1.9378650035185966e-10,6.120924344683492e-10,4.806713475984454e-10,2.5647284430338902e-09,7.749079335284098e-10,3.622597505124587e-09,9.505113899558576e-09,7.469720787159164e-08
2024-10-24 09:11:09.530143+00:00,4.081205496784211e-11,3.686447087745712e-08,1.1450323761447728e-08,7.065432491414882e-08,2.7121096591311205e-08,1.2376703324027255e-09,2.692669317933324e-08,5.405572839827652e-10,1.8544134785619742e-09,9.398196643990411e-10,1.6702076788721096e-10,3.721490191308906e-09,1.2115869601216102e-08,3.1686081114128417e-10,8.589022451762222e-10,4.8359115670578954e-09,5.080401285965218e-08,6.718670475925881e-10,1.2540811617258241e-09,5.73795354142879e-10,8.968151010447967e-10,5.46678520461889e-10,8.320743294452743e-09,6.478895856898753e-09,1.1801651987737686e-09,8.740081450739358e-08
2024-10-24 09:11:09.540143+00:00,5.079454360879914e-10,2.7456357748489858e-08,1.2050133225456018e-08,5.595697917787397e-08,2.428652739845408e-08,1.205638219478182e-09,7.939096914372705e-09,1.7949089357794733e-08,1.5193463572854375e-09,4.826752012704198e-10,3.504432300456389e-11,2.586205044017407e-09,7.092741392545301e-09,5.4619856774044465e-09,2.8273791031062484e-09,2.021167867943553e-08,5.495986546530221e-08,2.566576577635194e-09,7.35258475133598e-11,1.7187521475523696e-09,1.5138621756589536e-09,4.81435779467301e-10,1.353868324818873e-09,5.598188448668001e-09,5.915949646665315e-09,6.717365393292721e-08
2024-10-24 09:11:09.550140+00:00,4.440220616133009e-10,4.7629148688217694e-08,1.8856773971901223e-08,3.7808559303709566e-08,2.3821240138728336e-08,2.4147101556312e-09,1.3350448070141461e-08,1.3104721109020961e-08,3.9894786956658645e-11,1.7064445278215818e-10,2.0883373894138455e-11,3.423695178962693e-09,6.699060254804709e-09,5.424594902482132e-09,4.208073217737649e-09,3.2971666240755806e-08,6.850780458128398e-08,1.128719712053092e-09,2.9209056065556885e-10,7.152046643407229e-10,1.2522909408129896e-09,1.6056717429826946e-09,1.40184034275139e-09,7.23763575286719e-10,8.059786941077216e-09,5.3450077520168095e-08
2024-10-24 09:11:09.560140+00:00,1.0693659368427422e-12,4.5999174060844e-08,4.340010030237723e-09,7.037544740309537e-08,2.511832425262821e-08,4.2867200083559024e-10,1.3251790468636636e-08,6.795520035866992e-09,2.0861155916473694e-10,1.794344532847107e-10,2.4795316635143723e-10,5.347628412096428e-09,5.495583689107689e-09,1.753282623954827e-09,9.024423245085923e-10,3.174929296924189e-08,8.529124165323744e-08,1.0569524051799935e-09,1.8543616264396683e-10,4.712990671991107e-10,9.295172411805473e-10,2.0369834874027643e-09,2.132860691367152e-09,2.841872126837617e-09,4.136283348555812e-09,5.059231964488427e-08
2024-10-24 09:11:09.570140+00:00,4.0914814928117686e-11,4.9337327247358795e-08,1.2923699358370326e-08,9.890350554465698e-08,5.269399579740743e-09,1.1479119891043209e-08,1.6167519541278576e-08,1.942674973425311e-09,1.4796946410652915e-09,1.8427766074444661e-09,3.586998650986037e-10,2.371550929978304e-09,3.001408954809936e-09,6.833819483969556e-09,4.814629804225275e-09,3.1016472358254474e-08,9.464360190753724e-08,1.975017531558596e-09,4.4218540683227827e-10,7.496498922732274e-10,6.806987740736931e-10,2.2537893000230883e-10,4.885937025614443e-09,5.331758198109669e-09,6.334840750191899e-10,3.7186518153811706e-08
2024-10-24 09:11:09.580140+00:00,6.253557651433348e-10,1.1391751478123359e-10,1.4718593611538249e-08,1.0364865209399225e-07,3.446549006300061e-09,1.1587436506413793e-08,1.197810322402789e-08,1.848494607223913e-09,4.781800574356801e-09,1.3639545951864607e-09,1.0721779758775415e-09,8.752314824923603e-10,2.6121012709197063e-09,6.692629513018276e-09,4.2454536665959025e-09,1.9870287961036648e-08,9.276936902640533e-08,2.868450809128769e-10,8.835585949834583e-11,7.02239451509593e-10,1.0159804351529182e-09,1.0058325043405506e-09,3.5203890775400303e-09,1.4267361354014835e-09,6.8162052316416764e-09,2.574743878748194e-08
2024-10-24 09:11:09.590140+00:00,8.617579923271804e-11,2.5229110718633343e-08,2.53999229658965e-08,1.309240312381142e-07,1.0173596102976567e-08,1.1003518449923142e-08,4.1302878642271524e-08,1.5961550520405455e-09,3.8078883786150505e-10,8.112656889929906e-11,2.1499277059153607e-10,3.5681654599954478e-09,4.352016448163984e-09,1.6036960519671084e-09,2.592570877352086e-09,9.11959144901914e-09,9.173634309803417e-08,3.2982312588725824e-10,3.3274028252097425e-10,2.399246255737114e-10,2.8173564746550363e-09,3.44366715781557e-09,2.430021345368914e-10,2.67989249895598e-09,6.721520971337786e-09,2.1134631071165867e-08
