time,Outlier (OneClassSVM)
2024-10-24 09:00:39.343398+00:00,0.5527918767123381
2024-10-24 09:00:39.345398+00:00,0.5677233630852101
2024-10-24 09:00:39.360402+00:00,0.5292272764002417
2024-10-24 09:00:39.370402+00:00,0.5203317302762821
2024-10-24 09:00:39.375402+00:00,0.6502863536006814
2024-10-24 09:00:39.376402+00:00,0.5869551482404515
2024-10-24 09:00:39.377402+00:00,0.5750443161007577
2024-10-24 09:00:39.378402+00:00,0.5829969479054372
2024-10-24 09:00:39.379402+00:00,0.6588054299597302
2024-10-24 09:00:39.380402+00:00,0.28217386736082145
2024-10-24 09:00:39.381402+00:00,0.9161247117855604
2024-10-24 09:00:39.382402+00:00,0.6859100841575726
2024-10-24 09:00:39.383402+00:00,0.9245858873968547
2024-10-24 09:00:39.384402+00:00,0.4444600327909185
2024-10-24 09:00:39.385402+00:00,0.7027385194241077
2024-10-24 09:00:39.386402+00:00,0.4225078710697682
2024-10-24 09:00:39.387402+00:00,0.6661190824825006
2024-10-24 09:00:39.388402+00:00,0.5205760636896564
2024-10-24 09:00:39.389402+00:00,0.5643841397690951
2024-10-24 09:00:39.390402+00:00,0.5117493938035825
2024-10-24 09:00:39.391402+00:00,0.5697439110822781
2024-10-24 09:00:39.392402+00:00,0.7057010858326443
2024-10-24 09:00:39.394402+00:00,0.5567645570260901
2024-10-24 09:00:39.395402+00:00,0.5033364985019961
2024-10-24 09:00:39.396402+00:00,0.5367020689723582
2024-10-24 09:00:39.397402+00:00,0.5068390962266139
2024-10-24 09:00:39.398400+00:00,0.658202657659726
2024-10-24 09:00:39.400400+00:00,0.658202657659726
2024-10-24 09:00:39.407400+00:00,0.6423699287779067
2024-10-24 09:00:39.410400+00:00,0.6146625385091791
2024-10-24 09:00:39.413400+00:00,0.6700773552757534
2024-10-24 09:00:39.415400+00:00,0.5017261933171152
2024-10-24 09:00:39.419400+00:00,0.6740355073052754
2024-10-24 09:01:18.211893+00:00,0.8559079918321472
2024-10-24 09:01:18.222893+00:00,0.8321588381275533
2024-10-24 09:01:18.236893+00:00,0.4735772791847629
2024-10-24 09:01:18.238893+00:00,0.566959596827186
2024-10-24 09:01:18.239893+00:00,0.6226478095001101
