time,2_3,1_0,1_1
2024-10-24 07:09:41.215237+00:00,0.5106540782701388,0.5068197430535082,0.5352001198053604
2024-10-24 07:09:41.220237+00:00,0.5146122761898787,0.5020779616476064,0.5313360321197748
2024-10-24 07:09:41.225237+00:00,0.5146122761898787,0.5010554448041539,0.5275986358337166
2024-10-24 07:09:41.230237+00:00,0.5146122761898787,0.5081006982200315,0.5379058861238385
2024-10-24 07:09:41.235237+00:00,0.47898849611985805,0.5113367954828268,0.5332635512697275
2024-10-24 07:09:41.240237+00:00,0.49877948571855685,0.5018307597733653,0.5279968088036598
2024-10-24 07:09:41.245237+00:00,0.5185704741096183,0.4987070269988614,0.5282501916027147
2024-10-24 07:09:41.250237+00:00,0.5027376860535713,0.5016285036944407,0.5304944392514856
2024-10-24 07:09:41.255237+00:00,0.5621106548496676,0.5077636047551568,0.5361955522302185
2024-10-24 07:09:41.260237+00:00,0.5383614649159546,0.49676312135141837,0.5225309798526205
2024-10-24 07:09:41.265238+00:00,0.5106540782701388,0.4937854624116933,0.5277796235473272
2024-10-24 07:09:41.270238+00:00,0.5304450642459256,0.5044376159017282,0.5295080562123082
2024-10-24 07:09:41.275238+00:00,0.4908630850485281,0.4999317999212388,0.5309650073068732
2024-10-24 07:09:41.280238+00:00,0.5344032645809401,0.49660581106781015,0.5225219304669401
2024-10-24 07:09:41.285238+00:00,0.5027376860535713,0.4981901503527204,0.5248295238154749
2024-10-24 07:09:41.290238+00:00,0.5066958803503991,0.49738112603702156,0.530892612221429
2024-10-24 07:09:41.295238+00:00,0.5581524545146533,0.4962911905005939,0.521680337598651
2024-10-24 07:09:41.300238+00:00,0.48690489678988674,0.5014936663084908,0.5321595262167028
2024-10-24 07:09:41.305238+00:00,0.5185704741096183,0.492201123126783,0.5203410285179326
2024-10-24 07:09:41.310238+00:00,0.5146122761898787,0.49420121101837194,0.5266394009515807
2024-10-24 07:09:41.315239+00:00,0.5106540782701388,0.5047859458154319,0.5324219584014381
2024-10-24 07:09:41.320239+00:00,0.5106540782701388,0.49934750458212307,0.5211464238434999
2024-10-24 07:09:41.325239+00:00,0.5146122761898787,0.5023813457659938,0.5310102542352758
2024-10-24 07:09:41.330239+00:00,0.5185704741096183,0.4999767457165553,0.52816874713159
2024-10-24 07:09:41.335239+00:00,0.5066958803503991,0.4976170914624337,0.5264674626236505
2024-10-24 07:09:41.340239+00:00,0.5383614649159546,0.5078759692434484,0.5331821067986026
2024-10-24 07:09:41.345239+00:00,0.5106540782701388,0.4968080671467348,0.5226757700235092
2024-10-24 07:09:41.350239+00:00,0.5146122761898787,0.5066511963210709,0.5372905278975626
2024-10-24 07:09:41.355239+00:00,0.5264868699490979,0.5065837776280959,0.5297523896256825
2024-10-24 07:09:41.360239+00:00,0.45919750652115926,0.5027521485773555,0.5305758837226106
2024-10-24 07:09:41.365234+00:00,0.5066958803503991,0.5041342317833412,0.5285488213301721
2024-10-24 07:09:41.370234+00:00,0.5066958803503991,0.5067860337070207,0.535245366733763
2024-10-24 07:09:41.375234+00:00,0.5185704741096183,0.5077636047551568,0.533788415639198
2024-10-24 07:09:41.380234+00:00,0.4829466964548724,0.5060893738796134,0.5293270684986976
2024-10-24 07:09:41.385234+00:00,0.5344032645809401,0.49780811109252926,0.5257344623835277
2024-10-24 07:09:41.390234+00:00,0.5106540782701388,0.5031566607352049,0.5319242421890091
2024-10-24 07:09:41.395234+00:00,0.49482128538354253,0.5011453363947872,0.5300962662815425
2024-10-24 07:09:41.400234+00:00,0.5264868699490979,0.5058758813518596,0.5306120812653325
2024-10-24 07:09:41.405234+00:00,0.5106540782701388,0.500302602732601,0.5251643510856544
2024-10-24 07:09:41.410234+00:00,0.554194254179639,0.5021566167894107,0.5330373166277141
2024-10-24 07:09:41.415234+00:00,0.4908630850485281,0.49987561767709304,0.5254448820417508
2024-10-24 07:09:41.420234+00:00,0.5027376860535713,0.4997295438423142,0.5292094264848507
2024-10-24 07:09:41.425234+00:00,0.5146122761898787,0.496381082091227,0.519816164148462
2024-10-24 07:09:41.430234+00:00,0.5106540782701388,0.4979654213761373,0.5291008338566843
2024-10-24 07:09:41.435234+00:00,0.5146122761898787,0.49704403257214697,0.5247752275013917
2024-10-24 07:09:41.440234+00:00,0.5106540782701388,0.49953852421221856,0.526612252794539
